Field (T)	Resistance (Ohms)
-6.66E+02	1.9180970E+06
-6.68E+02	1.9170140E+06
-6.71E+02	1.9248440E+06
-6.74E+02	1.9219750E+06
-6.76E+02	1.9225660E+06
-6.79E+02	1.9283760E+06
-6.81E+02	1.9184750E+06
-6.84E+02	1.9208100E+06
-6.87E+02	1.9209740E+06
-6.90E+02	1.9231400E+06
-6.92E+02	1.9213950E+06
-6.95E+02	1.9219370E+06
-6.97E+02	1.9239870E+06
-7.00E+02	1.9206310E+06
-7.03E+02	1.9196770E+06
-7.05E+02	1.9199500E+06
-7.08E+02	1.9176790E+06
-7.11E+02	1.9242480E+06
-7.13E+02	1.9218750E+06
-7.16E+02	1.9210410E+06
-7.19E+02	1.9227310E+06
-7.21E+02	1.9179130E+06
-7.24E+02	1.9249210E+06
-7.27E+02	1.9150570E+06
-7.29E+02	1.9150160E+06
-7.32E+02	1.9268020E+06
-7.34E+02	1.9294630E+06
-7.37E+02	1.9192590E+06
-7.40E+02	1.9203470E+06
-7.43E+02	1.9150820E+06
-7.45E+02	1.9193170E+06
-7.48E+02	1.9185330E+06
-7.50E+02	1.9126040E+06
-7.53E+02	1.9252270E+06
-7.56E+02	1.9188790E+06
-7.58E+02	1.9159340E+06
-7.61E+02	1.9162050E+06
-7.64E+02	1.9187360E+06
-7.66E+02	1.9218190E+06
-7.69E+02	1.9219670E+06
-7.71E+02	1.9257260E+06
-7.74E+02	1.9224920E+06
-7.77E+02	1.9209960E+06
-7.80E+02	1.9187890E+06
-7.82E+02	1.9198320E+06
-7.85E+02	1.9221920E+06
-7.87E+02	1.9194970E+06
-7.90E+02	1.9149310E+06
-7.93E+02	1.9180240E+06
-7.95E+02	1.9198760E+06
-7.98E+02	1.9163840E+06
-8.01E+02	1.9247780E+06
-8.03E+02	1.9171490E+06
-8.06E+02	1.9217230E+06
-8.09E+02	1.9254430E+06
-8.11E+02	1.9203990E+06
-8.14E+02	1.9186350E+06
-8.17E+02	1.9158930E+06
-8.19E+02	1.9155030E+06
-8.22E+02	1.9251150E+06
-8.25E+02	1.9201620E+06
-8.27E+02	1.9209480E+06
-8.30E+02	1.9190530E+06
-8.33E+02	1.9189600E+06
-8.35E+02	1.9207460E+06
-8.38E+02	1.9195050E+06
-8.40E+02	1.9156290E+06
-8.43E+02	1.9160800E+06
-8.46E+02	1.9129870E+06
-8.48E+02	1.9186090E+06
-8.51E+02	1.9213160E+06
-8.54E+02	1.9123430E+06
-8.56E+02	1.9163000E+06
-8.59E+02	1.9206740E+06
-8.62E+02	1.9132200E+06
-8.65E+02	1.9187250E+06
-8.67E+02	1.9176070E+06
-8.70E+02	1.9139030E+06
-8.72E+02	1.9204480E+06
-8.75E+02	1.9206110E+06
-8.78E+02	1.9238060E+06
-8.80E+02	1.9172460E+06
-8.83E+02	1.9209770E+06
-8.86E+02	1.9197710E+06
-8.88E+02	1.9191390E+06
-8.91E+02	1.9162280E+06
-8.93E+02	1.9114550E+06
-8.96E+02	1.9194430E+06
-8.99E+02	1.9187260E+06
-9.01E+02	1.9174430E+06
-9.02E+02	1.9149490E+06
-9.03E+02	1.9188460E+06
-9.05E+02	1.9140490E+06
-9.06E+02	1.9175230E+06
-9.07E+02	1.9172160E+06
-9.09E+02	1.9159490E+06
-9.10E+02	1.9231870E+06
-9.11E+02	1.9186050E+06
-9.13E+02	1.9129900E+06
-9.14E+02	1.9177770E+06
-9.15E+02	1.9168950E+06
-9.17E+02	1.9140670E+06
-9.18E+02	1.9180490E+06
-9.19E+02	1.9146960E+06
-9.21E+02	1.9207020E+06
-9.22E+02	1.9177040E+06
-9.23E+02	1.9110840E+06
-9.25E+02	1.9116840E+06
-9.26E+02	1.9183000E+06
-9.27E+02	1.9170450E+06
-9.29E+02	1.9167040E+06
-9.30E+02	1.9167350E+06
-9.31E+02	1.9133330E+06
-9.33E+02	1.9108050E+06
-9.34E+02	1.9185250E+06
-9.35E+02	1.9140670E+06
-9.37E+02	1.9169240E+06
-9.38E+02	1.9124900E+06
-9.39E+02	1.9179390E+06
-9.41E+02	1.9202930E+06
-9.42E+02	1.9193790E+06
-9.43E+02	1.9144620E+06
-9.44E+02	1.9180000E+06
-9.46E+02	1.9188290E+06
-9.47E+02	1.9120550E+06
-9.49E+02	1.9243730E+06
-9.50E+02	1.9159820E+06
-9.51E+02	1.9148930E+06
-9.52E+02	1.9183370E+06
-9.54E+02	1.9206750E+06
-9.55E+02	1.9140100E+06
-9.56E+02	1.9187950E+06
-9.58E+02	1.9170090E+06
-9.59E+02	1.9125240E+06
-9.60E+02	1.9148910E+06
-9.62E+02	1.9168260E+06
-9.63E+02	1.9167010E+06
-9.64E+02	1.9167420E+06
-9.66E+02	1.9156990E+06
-9.67E+02	1.9163260E+06
-9.68E+02	1.9169770E+06
-9.70E+02	1.9170630E+06
-9.71E+02	1.9178940E+06
-9.72E+02	1.9138000E+06
-9.74E+02	1.9104600E+06
-9.75E+02	1.9207890E+06
-9.76E+02	1.9140070E+06
-9.78E+02	1.9114180E+06
-9.79E+02	1.9159650E+06
-9.80E+02	1.9142200E+06
-9.82E+02	1.9208980E+06
-9.83E+02	1.9101170E+06
-9.84E+02	1.9124070E+06
-9.86E+02	1.9247750E+06
-9.87E+02	1.9125870E+06
-9.88E+02	1.9196820E+06
-9.90E+02	1.9171110E+06
-9.91E+02	1.9170250E+06
-9.92E+02	1.9084230E+06
-9.94E+02	1.9148460E+06
-9.95E+02	1.9151750E+06
-9.96E+02	1.9131310E+06
-9.98E+02	1.9080830E+06
-9.99E+02	1.9163880E+06
-1.00E+03	1.9147320E+06
-1.00E+03	1.9170310E+06
-1.00E+03	1.9146190E+06
-1.02E+03	1.9126330E+06
-1.04E+03	1.9138750E+06
-1.07E+03	1.9142850E+06
-1.10E+03	1.9148810E+06
-1.12E+03	1.9158130E+06
-1.15E+03	1.9182060E+06
-1.18E+03	1.9159500E+06
-1.20E+03	1.9160810E+06
-1.23E+03	1.9128410E+06
-1.26E+03	1.9122930E+06
-1.28E+03	1.9108500E+06
-1.31E+03	1.9144570E+06
-1.34E+03	1.9129020E+06
-1.36E+03	1.9089110E+06
-1.39E+03	1.9167130E+06
-1.42E+03	1.9124020E+06
-1.44E+03	1.9048030E+06
-1.47E+03	1.9088090E+06
-1.49E+03	1.9155360E+06
-1.52E+03	1.9144180E+06
-1.55E+03	1.9143180E+06
-1.58E+03	1.9069630E+06
-1.61E+03	1.9096400E+06
-1.63E+03	1.9096090E+06
-1.66E+03	1.9210210E+06
-1.69E+03	1.9120150E+06
-1.71E+03	1.9210250E+06
-1.74E+03	1.9048080E+06
-1.76E+03	1.9113190E+06
-1.79E+03	1.9025900E+06
-1.82E+03	1.9020970E+06
-1.84E+03	1.9052640E+06
-1.87E+03	1.9094830E+06
-1.90E+03	1.9086480E+06
-1.92E+03	1.9095030E+06
-1.95E+03	1.9098150E+06
-1.96E+03	1.9118880E+06
-1.97E+03	1.9095950E+06
-1.98E+03	1.9126690E+06
-2.00E+03	1.9051520E+06
-2.00E+03	1.9128110E+06
-2.00E+03	1.9113380E+06
-1.98E+03	1.9140730E+06
-1.95E+03	1.9122900E+06
-1.93E+03	1.9096340E+06
-1.90E+03	1.9121100E+06
-1.87E+03	1.9100410E+06
-1.85E+03	1.9143920E+06
-1.82E+03	1.9116960E+06
-1.79E+03	1.9075100E+06
-1.77E+03	1.9133670E+06
-1.74E+03	1.9133970E+06
-1.71E+03	1.9124500E+06
-1.69E+03	1.9128800E+06
-1.66E+03	1.9157810E+06
-1.64E+03	1.9161200E+06
-1.61E+03	1.9128870E+06
-1.58E+03	1.9118540E+06
-1.56E+03	1.9058040E+06
-1.53E+03	1.9173450E+06
-1.50E+03	1.9148000E+06
-1.48E+03	1.9108930E+06
-1.45E+03	1.9116490E+06
-1.42E+03	1.9078640E+06
-1.40E+03	1.9221270E+06
-1.37E+03	1.9114110E+06
-1.34E+03	1.9136680E+06
-1.32E+03	1.9205100E+06
-1.29E+03	1.9100600E+06
-1.26E+03	1.9073960E+06
-1.24E+03	1.9216080E+06
-1.21E+03	1.9131560E+06
-1.19E+03	1.9077870E+06
-1.16E+03	1.9135760E+06
-1.13E+03	1.9139050E+06
-1.11E+03	1.9154670E+06
-1.08E+03	1.9133130E+06
-1.05E+03	1.9228970E+06
-1.04E+03	1.9193890E+06
-1.03E+03	1.9166100E+06
-1.02E+03	1.9141600E+06
-1.00E+03	1.9129000E+06
-1.00E+03	1.9144030E+06
-1.00E+03	1.9183480E+06
-1.00E+03	1.9183770E+06
-9.98E+02	1.9165580E+06
-9.95E+02	1.9134480E+06
-9.92E+02	1.9093150E+06
-9.90E+02	1.9237130E+06
-9.87E+02	1.9205170E+06
-9.84E+02	1.9179660E+06
-9.82E+02	1.9181710E+06
-9.79E+02	1.9112210E+06
-9.76E+02	1.9170180E+06
-9.74E+02	1.9177190E+06
-9.71E+02	1.9080360E+06
-9.68E+02	1.9154410E+06
-9.66E+02	1.9174570E+06
-9.63E+02	1.9150590E+06
-9.61E+02	1.9149760E+06
-9.58E+02	1.9152020E+06
-9.55E+02	1.9079680E+06
-9.52E+02	1.9159580E+06
-9.50E+02	1.9234030E+06
-9.47E+02	1.9119540E+06
-9.45E+02	1.9171930E+06
-9.42E+02	1.9131180E+06
-9.39E+02	1.9184410E+06
-9.37E+02	1.9215930E+06
-9.34E+02	1.9205900E+06
-9.31E+02	1.9191580E+06
-9.29E+02	1.9171310E+06
-9.26E+02	1.9195030E+06
-9.23E+02	1.9162190E+06
-9.21E+02	1.9235110E+06
-9.18E+02	1.9200230E+06
-9.15E+02	1.9202680E+06
-9.13E+02	1.9222420E+06
-9.10E+02	1.9263440E+06
-9.07E+02	1.9178990E+06
-9.05E+02	1.9183410E+06
-9.02E+02	1.9156540E+06
-8.99E+02	1.9197690E+06
-8.97E+02	1.9197590E+06
-8.94E+02	1.9195420E+06
-8.92E+02	1.9199810E+06
-8.89E+02	1.9217560E+06
-8.86E+02	1.9201600E+06
-8.84E+02	1.9188110E+06
-8.81E+02	1.9182200E+06
-8.78E+02	1.9176510E+06
-8.76E+02	1.9206010E+06
-8.73E+02	1.9174600E+06
-8.70E+02	1.9212930E+06
-8.68E+02	1.9215840E+06
-8.65E+02	1.9225210E+06
-8.63E+02	1.9201900E+06
-8.60E+02	1.9217300E+06
-8.57E+02	1.9220320E+06
-8.55E+02	1.9239800E+06
-8.52E+02	1.9226380E+06
-8.49E+02	1.9175530E+06
-8.47E+02	1.9224530E+06
-8.44E+02	1.9150240E+06
-8.41E+02	1.9212310E+06
-8.39E+02	1.9151520E+06
-8.36E+02	1.9287430E+06
-8.33E+02	1.9135670E+06
-8.31E+02	1.9234560E+06
-8.28E+02	1.9165300E+06
-8.25E+02	1.9175340E+06
-8.23E+02	1.9192180E+06
-8.20E+02	1.9131670E+06
-8.17E+02	1.9131360E+06
-8.15E+02	1.9170570E+06
-8.12E+02	1.9186430E+06
-8.10E+02	1.9158420E+06
-8.07E+02	1.9225110E+06
-8.04E+02	1.9189310E+06
-8.02E+02	1.9248010E+06
-7.99E+02	1.9209730E+06
-7.96E+02	1.9203390E+06
-7.94E+02	1.9206410E+06
-7.91E+02	1.9190510E+06
-7.88E+02	1.9185740E+06
-7.86E+02	1.9184260E+06
-7.83E+02	1.9192920E+06
-7.80E+02	1.9163770E+06
-7.78E+02	1.9211500E+06
-7.75E+02	1.9221270E+06
-7.73E+02	1.9191430E+06
-7.70E+02	1.9215180E+06
-7.67E+02	1.9186990E+06
-7.64E+02	1.9157470E+06
-7.62E+02	1.9193400E+06
-7.59E+02	1.9190200E+06
-7.57E+02	1.9197560E+06
-7.54E+02	1.9171790E+06
-7.51E+02	1.9208140E+06
-7.49E+02	1.9169570E+06
-7.46E+02	1.9190430E+06
-7.43E+02	1.9187500E+06
-7.41E+02	1.9186920E+06
-7.38E+02	1.9235520E+06
-7.35E+02	1.9194280E+06
-7.33E+02	1.9206010E+06
-7.30E+02	1.9259320E+06
-7.27E+02	1.9180890E+06
-7.25E+02	1.9210870E+06
-7.22E+02	1.9243400E+06
-7.19E+02	1.9259730E+06
-7.17E+02	1.9269280E+06
-7.14E+02	1.9174370E+06
-7.11E+02	1.9159060E+06
-7.09E+02	1.9182440E+06
-7.06E+02	1.9223140E+06
-7.04E+02	1.9199370E+06
-7.01E+02	1.9226050E+06
-6.98E+02	1.9228140E+06
-6.96E+02	1.9230730E+06
-6.93E+02	1.9236800E+06
-6.90E+02	1.9230870E+06
-6.88E+02	1.9203120E+06
-6.85E+02	1.9270240E+06
-6.82E+02	1.9195610E+06
-6.80E+02	1.9185410E+06
-6.77E+02	1.9210890E+06
-6.75E+02	1.9215820E+06
-6.72E+02	1.9206070E+06
-6.69E+02	1.9245510E+06
-6.67E+02	1.9241680E+06
-6.64E+02	1.9181780E+06
-6.61E+02	1.9251490E+06
-6.58E+02	1.9205130E+06
-6.56E+02	1.9187410E+06
-6.53E+02	1.9190800E+06
-6.51E+02	1.9184220E+06
-6.48E+02	1.9218430E+06
-6.45E+02	1.9204680E+06
-6.43E+02	1.9254150E+06
-6.40E+02	1.9263040E+06
-6.37E+02	1.9194200E+06
-6.35E+02	1.9184800E+06
-6.32E+02	1.9185660E+06
-6.29E+02	1.9182610E+06
-6.27E+02	1.9269600E+06
-6.24E+02	1.9247240E+06
-6.22E+02	1.9216730E+06
-6.19E+02	1.9208080E+06
-6.16E+02	1.9202490E+06
-6.14E+02	1.9244590E+06
-6.11E+02	1.9212790E+06
-6.08E+02	1.9190530E+06
-6.06E+02	1.9247290E+06
-6.03E+02	1.9261380E+06
-6.00E+02	1.9271040E+06
-5.98E+02	1.9212410E+06
-5.95E+02	1.9236080E+06
-5.92E+02	1.9240630E+06
-5.90E+02	1.9192790E+06
-5.87E+02	1.9225480E+06
-5.84E+02	1.9249750E+06
-5.82E+02	1.9226530E+06
-5.79E+02	1.9281550E+06
-5.76E+02	1.9261930E+06
-5.74E+02	1.9234430E+06
-5.71E+02	1.9247290E+06
-5.68E+02	1.9169260E+06
-5.66E+02	1.9173640E+06
-5.63E+02	1.9242560E+06
-5.61E+02	1.9238910E+06
-5.58E+02	1.9238770E+06
-5.55E+02	1.9206000E+06
-5.53E+02	1.9219020E+06
-5.50E+02	1.9255550E+06
-5.47E+02	1.9206260E+06
-5.45E+02	1.9251730E+06
-5.42E+02	1.9202970E+06
-5.39E+02	1.9212970E+06
-5.37E+02	1.9194470E+06
-5.34E+02	1.9249360E+06
-5.31E+02	1.9226050E+06
-5.29E+02	1.9267650E+06
-5.26E+02	1.9247200E+06
-5.23E+02	1.9234410E+06
-5.21E+02	1.9221430E+06
-5.18E+02	1.9234880E+06
-5.16E+02	1.9264890E+06
-5.13E+02	1.9260480E+06
-5.10E+02	1.9306070E+06
-5.08E+02	1.9249200E+06
-5.05E+02	1.9264370E+06
-5.02E+02	1.9234940E+06
-5.00E+02	1.9204620E+06
-4.97E+02	1.9182090E+06
-4.95E+02	1.9239850E+06
-4.92E+02	1.9254200E+06
-4.89E+02	1.9209490E+06
-4.86E+02	1.9200900E+06
-4.84E+02	1.9221300E+06
-4.81E+02	1.9290430E+06
-4.78E+02	1.9239560E+06
-4.76E+02	1.9311000E+06
-4.73E+02	1.9250020E+06
-4.71E+02	1.9259430E+06
-4.68E+02	1.9275450E+06
-4.65E+02	1.9220190E+06
-4.63E+02	1.9181810E+06
-4.60E+02	1.9211960E+06
-4.57E+02	1.9240020E+06
-4.55E+02	1.9264960E+06
-4.52E+02	1.9190290E+06
-4.49E+02	1.9252690E+06
-4.47E+02	1.9167000E+06
-4.44E+02	1.9282960E+06
-4.41E+02	1.9257050E+06
-4.39E+02	1.9226510E+06
-4.36E+02	1.9224830E+06
-4.33E+02	1.9260060E+06
-4.31E+02	1.9261170E+06
-4.28E+02	1.9261160E+06
-4.25E+02	1.9249150E+06
-4.23E+02	1.9238410E+06
-4.20E+02	1.9252770E+06
-4.17E+02	1.9258540E+06
-4.15E+02	1.9284390E+06
-4.12E+02	1.9209640E+06
-4.09E+02	1.9229980E+06
-4.07E+02	1.9185880E+06
-4.04E+02	1.9264760E+06
-4.02E+02	1.9265080E+06
-3.99E+02	1.9256080E+06
-3.96E+02	1.9210540E+06
-3.94E+02	1.9246510E+06
-3.91E+02	1.9214680E+06
-3.88E+02	1.9265770E+06
-3.86E+02	1.9264330E+06
-3.83E+02	1.9239020E+06
-3.80E+02	1.9227610E+06
-3.77E+02	1.9242450E+06
-3.75E+02	1.9267590E+06
-3.72E+02	1.9173890E+06
-3.70E+02	1.9232430E+06
-3.67E+02	1.9255260E+06
-3.64E+02	1.9244890E+06
-3.62E+02	1.9282560E+06
-3.59E+02	1.9248980E+06
-3.57E+02	1.9246820E+06
-3.54E+02	1.9275640E+06
-3.51E+02	1.9262270E+06
-3.49E+02	1.9272870E+06
-3.46E+02	1.9253740E+06
-3.43E+02	1.9245130E+06
-3.41E+02	1.9210150E+06
-3.38E+02	1.9306530E+06
-3.35E+02	1.9267680E+06
-3.33E+02	1.9296000E+06
-3.30E+02	1.9229100E+06
-3.27E+02	1.9277190E+06
-3.25E+02	1.9256350E+06
-3.22E+02	1.9247040E+06
-3.19E+02	1.9237490E+06
-3.17E+02	1.9296250E+06
-3.14E+02	1.9253470E+06
-3.11E+02	1.9304040E+06
-3.09E+02	1.9271730E+06
-3.06E+02	1.9258850E+06
-3.04E+02	1.9242070E+06
-3.01E+02	1.9278050E+06
-2.98E+02	1.9276310E+06
-2.96E+02	1.9281800E+06
-2.93E+02	1.9263480E+06
-2.90E+02	1.9218120E+06
-2.88E+02	1.9308190E+06
-2.85E+02	1.9201820E+06
-2.82E+02	1.9224010E+06
-2.80E+02	1.9267120E+06
-2.77E+02	1.9276770E+06
-2.74E+02	1.9349930E+06
-2.72E+02	1.9252800E+06
-2.69E+02	1.9305810E+06
-2.66E+02	1.9269720E+06
-2.64E+02	1.9296470E+06
-2.61E+02	1.9289900E+06
-2.58E+02	1.9362490E+06
-2.56E+02	1.9297320E+06
-2.53E+02	1.9295730E+06
-2.51E+02	1.9306940E+06
-2.48E+02	1.9306610E+06
-2.45E+02	1.9312900E+06
-2.43E+02	1.9327580E+06
-2.40E+02	1.9300750E+06
-2.37E+02	1.9322390E+06
-2.35E+02	1.9346100E+06
-2.32E+02	1.9285720E+06
-2.29E+02	1.9315860E+06
-2.27E+02	1.9320720E+06
-2.24E+02	1.9325530E+06
-2.21E+02	1.9305010E+06
-2.19E+02	1.9312220E+06
-2.16E+02	1.9369810E+06
-2.13E+02	1.9304680E+06
-2.11E+02	1.9275530E+06
-2.08E+02	1.9318440E+06
-2.05E+02	1.9390130E+06
-2.03E+02	1.9321490E+06
-2.00E+02	1.9387320E+06
-1.97E+02	1.9339600E+06
-1.95E+02	1.9317750E+06
-1.92E+02	1.9347230E+06
-1.90E+02	1.9328790E+06
-1.87E+02	1.9358600E+06
-1.84E+02	1.9313960E+06
-1.81E+02	1.9345290E+06
-1.79E+02	1.9351110E+06
-1.76E+02	1.9341200E+06
-1.74E+02	1.9374450E+06
-1.71E+02	1.9369160E+06
-1.68E+02	1.9341250E+06
-1.66E+02	1.9372980E+06
-1.63E+02	1.9384680E+06
-1.60E+02	1.9347060E+06
-1.58E+02	1.9413320E+06
-1.55E+02	1.9381550E+06
-1.52E+02	1.9362000E+06
-1.50E+02	1.9325970E+06
-1.47E+02	1.9364810E+06
-1.44E+02	1.9333070E+06
-1.42E+02	1.9399840E+06
-1.40E+02	1.9373760E+06
-1.37E+02	1.9412790E+06
-1.34E+02	1.9370890E+06
-1.31E+02	1.9388180E+06
-1.29E+02	1.9334340E+06
-1.26E+02	1.9419650E+06
-1.23E+02	1.9341760E+06
-1.21E+02	1.9367630E+06
-1.18E+02	1.9338570E+06
-1.16E+02	1.9427720E+06
-1.13E+02	1.9362230E+06
-1.10E+02	1.9336140E+06
-1.08E+02	1.9350560E+06
-1.05E+02	1.9456850E+06
-1.02E+02	1.9376760E+06
-9.94E+01	1.9405490E+06
-9.70E+01	1.9360310E+06
-9.43E+01	1.9381540E+06
-9.14E+01	1.9384240E+06
-8.88E+01	1.9464240E+06
-8.63E+01	1.9479430E+06
-8.37E+01	1.9405030E+06
-8.10E+01	1.9419790E+06
-7.83E+01	1.9442280E+06
-7.56E+01	1.9410870E+06
-7.31E+01	1.9471510E+06
-7.02E+01	1.9438300E+06
-6.76E+01	1.9485180E+06
-6.51E+01	1.9461090E+06
-6.25E+01	1.9482900E+06
-5.98E+01	1.9445100E+06
-5.73E+01	1.9460660E+06
-5.46E+01	1.9411190E+06
-5.19E+01	1.9488520E+06
-4.94E+01	1.9485300E+06
-4.66E+01	1.9519120E+06
-4.38E+01	1.9463470E+06
-4.13E+01	1.9492220E+06
-3.87E+01	1.9487350E+06
-3.61E+01	1.9510710E+06
-3.32E+01	1.9509830E+06
-3.07E+01	1.9500860E+06
-2.80E+01	1.9502160E+06
-2.52E+01	1.9538010E+06
-2.27E+01	1.9545900E+06
-2.00E+01	1.9562790E+06
-1.73E+01	1.9553580E+06
-1.46E+01	1.9559360E+06
-1.20E+01	1.9586950E+06
-9.42E+00	1.9645580E+06
-6.68E+00	1.9617680E+06
-3.97E+00	1.9702240E+06
-1.45E+00	1.9705880E+06
1.16E+00	1.9723970E+06
4.02E+00	1.9910610E+06
6.61E+00	1.9800860E+06
9.12E+00	1.9903670E+06
1.18E+01	1.9978620E+06
1.45E+01	2.0089370E+06
1.70E+01	2.0179010E+06
1.97E+01	2.0413840E+06
2.23E+01	2.0490890E+06
2.50E+01	2.0630160E+06
2.79E+01	2.0769570E+06
3.04E+01	2.0838540E+06
3.29E+01	2.0932800E+06
3.56E+01	2.0972930E+06
3.82E+01	2.1054540E+06
4.11E+01	2.1053400E+06
4.36E+01	2.1203920E+06
4.61E+01	2.1220880E+06
4.88E+01	2.1216460E+06
5.16E+01	2.1328950E+06
5.43E+01	2.1339610E+06
5.68E+01	2.1386430E+06
5.96E+01	2.1242880E+06
6.22E+01	2.1439980E+06
6.48E+01	2.1371220E+06
6.75E+01	2.1340630E+06
7.00E+01	2.1418340E+06
7.27E+01	2.1421390E+06
7.54E+01	2.1379520E+06
7.80E+01	2.1387710E+06
8.09E+01	2.1441360E+06
8.33E+01	2.1443800E+06
8.61E+01	2.1442050E+06
8.86E+01	2.1365590E+06
9.12E+01	2.1402360E+06
9.41E+01	2.1388810E+06
9.66E+01	2.1335740E+06
9.93E+01	2.1310370E+06
1.02E+02	2.1366640E+06
1.05E+02	2.1399030E+06
1.07E+02	2.1390380E+06
1.10E+02	2.1346090E+06
1.12E+02	2.1316120E+06
1.15E+02	2.1320670E+06
1.18E+02	2.1323730E+06
1.20E+02	2.1236580E+06
1.23E+02	2.1229270E+06
1.26E+02	2.1216920E+06
1.28E+02	2.1182120E+06
1.31E+02	2.1183410E+06
1.34E+02	2.1158320E+06
1.36E+02	2.1176870E+06
1.39E+02	2.1199340E+06
1.42E+02	2.1164970E+06
1.44E+02	2.1096750E+06
1.47E+02	2.1172970E+06
1.50E+02	2.1016580E+06
1.52E+02	2.1009430E+06
1.55E+02	2.1077320E+06
1.58E+02	2.0998260E+06
1.60E+02	2.0943900E+06
1.63E+02	2.0828340E+06
1.66E+02	2.0831780E+06
1.68E+02	2.0816670E+06
1.71E+02	2.0762690E+06
1.74E+02	2.0688030E+06
1.76E+02	2.0632420E+06
1.79E+02	2.0563300E+06
1.82E+02	2.0537080E+06
1.84E+02	2.0379760E+06
1.87E+02	1.9841130E+06
1.90E+02	1.9862480E+06
1.92E+02	1.9731510E+06
1.95E+02	1.9543450E+06
1.97E+02	1.9523970E+06
2.00E+02	1.9468170E+06
2.03E+02	1.9481600E+06
2.05E+02	1.9479620E+06
2.08E+02	1.9425560E+06
2.11E+02	1.9412570E+06
2.13E+02	1.9433070E+06
2.16E+02	1.9391610E+06
2.19E+02	1.9457520E+06
2.21E+02	1.9357290E+06
2.24E+02	1.9374210E+06
2.27E+02	1.9394050E+06
2.29E+02	1.9384080E+06
2.32E+02	1.9330440E+06
2.34E+02	1.9420190E+06
2.37E+02	1.9368420E+06
2.40E+02	1.9331890E+06
2.43E+02	1.9370030E+06
2.45E+02	1.9339040E+06
2.48E+02	1.9321750E+06
2.50E+02	1.9359680E+06
2.53E+02	1.9401570E+06
2.56E+02	1.9386750E+06
2.58E+02	1.9303820E+06
2.61E+02	1.9300520E+06
2.64E+02	1.9304600E+06
2.66E+02	1.9288680E+06
2.69E+02	1.9357690E+06
2.72E+02	1.9339920E+06
2.74E+02	1.9317970E+06
2.77E+02	1.9391800E+06
2.80E+02	1.9317150E+06
2.82E+02	1.9234830E+06
2.85E+02	1.9343400E+06
2.88E+02	1.9333080E+06
2.90E+02	1.9241270E+06
2.93E+02	1.9350430E+06
2.95E+02	1.9284570E+06
2.98E+02	1.9311500E+06
3.01E+02	1.9333560E+06
3.03E+02	1.9303700E+06
3.06E+02	1.9300230E+06
3.09E+02	1.9313810E+06
3.11E+02	1.9329600E+06
3.14E+02	1.9269980E+06
3.17E+02	1.9279380E+06
3.19E+02	1.9310570E+06
3.22E+02	1.9323150E+06
3.24E+02	1.9284040E+06
3.27E+02	1.9298850E+06
3.30E+02	1.9282060E+06
3.33E+02	1.9258770E+06
3.35E+02	1.9346300E+06
3.38E+02	1.9271010E+06
3.41E+02	1.9282610E+06
3.43E+02	1.9334370E+06
3.46E+02	1.9264210E+06
3.48E+02	1.9279300E+06
3.51E+02	1.9289560E+06
3.54E+02	1.9286510E+06
3.56E+02	1.9308880E+06
3.59E+02	1.9279050E+06
3.62E+02	1.9311490E+06
3.64E+02	1.9348550E+06
3.67E+02	1.9291480E+06
3.69E+02	1.9326090E+06
3.72E+02	1.9323170E+06
3.75E+02	1.9273990E+06
3.78E+02	1.9302470E+06
3.80E+02	1.9237400E+06
3.83E+02	1.9254310E+06
3.85E+02	1.9274850E+06
3.88E+02	1.9331960E+06
3.91E+02	1.9268270E+06
3.94E+02	1.9253050E+06
3.96E+02	1.9272720E+06
3.99E+02	1.9290360E+06
4.02E+02	1.9308360E+06
4.04E+02	1.9229220E+06
4.07E+02	1.9264430E+06
4.09E+02	1.9239290E+06
4.12E+02	1.9188580E+06
4.15E+02	1.9235710E+06
4.17E+02	1.9253710E+06
4.20E+02	1.9289490E+06
4.22E+02	1.9252190E+06
4.25E+02	1.9204120E+06
4.28E+02	1.9273570E+06
4.31E+02	1.9242280E+06
4.33E+02	1.9239820E+06
4.36E+02	1.9293220E+06
4.38E+02	1.9279190E+06
4.41E+02	1.9258430E+06
4.44E+02	1.9267830E+06
4.47E+02	1.9246850E+06
4.49E+02	1.9269590E+06
4.52E+02	1.9299840E+06
4.54E+02	1.9241250E+06
4.57E+02	1.9243620E+06
4.60E+02	1.9273240E+06
4.62E+02	1.9239650E+06
4.65E+02	1.9218190E+06
4.68E+02	1.9243290E+06
4.70E+02	1.9223300E+06
4.73E+02	1.9266930E+06
4.76E+02	1.9180420E+06
4.78E+02	1.9167920E+06
4.81E+02	1.9228910E+06
4.84E+02	1.9231540E+06
4.86E+02	1.9266260E+06
4.89E+02	1.9230610E+06
4.92E+02	1.9237930E+06
4.94E+02	1.9249830E+06
4.97E+02	1.9277050E+06
5.00E+02	1.9293980E+06
5.02E+02	1.9280530E+06
5.05E+02	1.9228760E+06
5.08E+02	1.9288410E+06
5.10E+02	1.9242300E+06
5.13E+02	1.9260130E+06
5.15E+02	1.9345220E+06
5.18E+02	1.9334000E+06
5.21E+02	1.9196190E+06
5.23E+02	1.9297870E+06
5.26E+02	1.9216330E+06
5.29E+02	1.9285330E+06
5.31E+02	1.9216500E+06
5.34E+02	1.9270880E+06
5.37E+02	1.9258310E+06
5.39E+02	1.9281030E+06
5.42E+02	1.9311350E+06
